,id,sha,source,title,doi,pmcid,pubmed_id,license,summary,published,author,journal,Microsoft Academic Paper ID,WHO #Covidence,arxiv_id,has_pdf_parse,has_pmc_xml_parse,full_text_file,url,paper_type
13471,j97ugs3y,2bf5b025bedb949f46283ce59a820a324fd5d7d8,PMC,AI-Driven Tools for Coronavirus Outbreak: Need of Active Learning and Cross-Population Train/Test Models on Multitudinal/Multimodal Data,10.1007/s10916-020-01562-1,PMC7087612,32189081.0,no-cc,"The novel coronavirus (COVID-19) outbreak, which was identified in late 2019, requires special attention because of its future epidemics and possible global threats. Beside clinical procedures and treatments, since Artificial Intelligence (AI) promises a new paradigm for healthcare, several different AI tools that are built upon Machine Learning (ML) algorithms are employed for analyzing data and decision-making processes. This means that AI-driven tools help identify COVID-19 outbreaks as well as forecast their nature of spread across the globe. However, unlike other healthcare issues, for COVID-19, to detect COVID-19, AI-driven tools are expected to have active learning-based cross-population train/test models that employs multitudinal and multimodal data, which is the primary purpose of the paper.",2020-03-18,"Santosh, K. C.",J Med Syst,,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087612/,AI
13529,5k3hq2e7,6ed85009883d4825d70e2a35e69d192ee10bc9d0,PMC,Recent advances in the detection of base modifications using the Nanopore sequencer,10.1038/s10038-019-0679-0,PMC7087776,31602005.0,cc-by,"DNA and RNA modifications have important functions, including the regulation of gene expression. Existing methods based on short-read sequencing for the detection of modifications show difficulty in determining the modification patterns of single chromosomes or an entire transcript sequence. Furthermore, the kinds of modifications for which detection methods are available are very limited. The Nanopore sequencer is a single-molecule, long-read sequencer that can directly sequence RNA as well as DNA. Moreover, the Nanopore sequencer detects modifications on long DNA and RNA molecules. In this review, we mainly focus on base modification detection in the DNA and RNA of mammals using the Nanopore sequencer. We summarize current studies of modifications using the Nanopore sequencer, detection tools using statistical tests or machine learning, and applications of this technology, such as analyses of open chromatin, DNA replication, and RNA metabolism.",2019-10-11,"Xu, Liu; Seki, Masahide",J Hum Genet,,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087776/,AI
16548,xurmzmwj,feebe8ce33ab647234ea1f3efe1407871900bedf,PMC,A Review on Applications of Computational Methods in Drug Screening and Design,10.3390/molecules25061375,PMC7144386,32197324.0,cc-by,"Drug development is one of the most significant processes in the pharmaceutical industry. Various computational methods have dramatically reduced the time and cost of drug discovery. In this review, we firstly discussed roles of multiscale biomolecular simulations in identifying drug binding sites on the target macromolecule and elucidating drug action mechanisms. Then, virtual screening methods (e.g., molecular docking, pharmacophore modeling, and QSAR) as well as structure- and ligand-based classical/de novo drug design were introduced and discussed. Last, we explored the development of machine learning methods and their applications in aforementioned computational methods to speed up the drug discovery process. Also, several application examples of combining various methods was discussed. A combination of different methods to jointly solve the tough problem at different scales and dimensions will be an inevitable trend in drug screening and design.",2020-03-18,"Lin, Xiaoqian; Li, Xiu; Lin, Xubo",Molecules,,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7144386/,AI
16646,fht6kf73,1b2492acff3c9d45d7e8fb13e76612bac06e2041,PMC,Artificial intelligence plays an important role in containing public health emergencies,10.1017/ice.2020.103,PMC7156575,32238219.0,cc-by,,2020-04-02,"Tang, Ningning; Huang, Guangyi; Li, Min; Xu, Fan",,,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7156575/,AI
16701,bp0ky81r,,PMC,Predicting COVID-19 Incidence Through Analysis of Google Trends Data in Iran: Data Mining and Deep Learning Pilot Study,10.2196/18828,PMC7159058,32234709.0,cc-by,"BACKGROUND: The recent global outbreak of coronavirus disease (COVID-19) is affecting many countries worldwide. Iran is one of the top 10 most affected countries. Search engines provide useful data from populations, and these data might be useful to analyze epidemics. Utilizing data mining methods on electronic resources’ data might provide a better insight into the COVID-19 outbreak to manage the health crisis in each country and worldwide. OBJECTIVE: This study aimed to predict the incidence of COVID-19 in Iran. METHODS: Data were obtained from the Google Trends website. Linear regression and long short-term memory (LSTM) models were used to estimate the number of positive COVID-19 cases. All models were evaluated using 10-fold cross-validation, and root mean square error (RMSE) was used as the performance metric. RESULTS: The linear regression model predicted the incidence with an RMSE of 7.562 (SD 6.492). The most effective factors besides previous day incidence included the search frequency of handwashing, hand sanitizer, and antiseptic topics. The RMSE of the LSTM model was 27.187 (SD 20.705). CONCLUSIONS: Data mining algorithms can be employed to predict trends of outbreaks. This prediction might support policymakers and health care managers to plan and allocate health care resources accordingly.",2020-04-14,"Ayyoubzadeh, Seyed Mohammad; Ayyoubzadeh, Seyed Mehdi; Zahedi, Hoda; Ahmadi, Mahnaz; R Niakan Kalhori, Sharareh",JMIR Public Health Surveill,,,,False,True,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159058/,AI
18277,mpp3ctem,a281d9181fa8d4876f575014d6f95e465e7aa706,PMC,Rapid identification of human‐infecting viruses,10.1111/tbed.13314,PMC7168554,31373773.0,no-cc,"Viruses have caused much mortality and morbidity to humans and pose a serious threat to global public health. The virome with the potential of human infection is still far from complete. Novel viruses have been discovered at an unprecedented pace as the rapid development of viral metagenomics. However, there is still a lack of methodology for rapidly identifying novel viruses with the potential of human infection. This study built several machine learning models to discriminate human‐infecting viruses from other viruses based on the frequency of k‐mers in the viral genomic sequences. The k‐nearest neighbor (KNN) model can predict the human‐infecting viruses with an accuracy of over 90%. The performance of this KNN model built on the short contigs (≥1 kb) is comparable to those built on the viral genomes. We used a reported human blood virome to further validate this KNN model with an accuracy of over 80% based on very short raw reads (150 bp). Our work demonstrates a conceptual and generic protocol for the discovery of novel human‐infecting viruses in viral metagenomics studies.",2019-08-12,"Zhang, Zheng; Cai, Zena; Tan, Zhiying; Lu, Congyu; Jiang, Taijiao; Zhang, Gaihua; Peng, Yousong",Transbound Emerg Dis,,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7168554/,AI
21432,j2lanfjm,a2e8f990c5cda834793908b061c0cf9eb663b8a4,PMC,Risk assessment strategies for early detection and prediction of infectious disease outbreaks associated with climate change,10.14745/ccdr.v45i05a02,PMC6587687,31285702.0,unk,"A new generation of surveillance strategies is being developed to help detect emerging infections and to identify the increased risks of infectious disease outbreaks that are expected to occur with climate change. These surveillance strategies include event-based surveillance (EBS) systems and risk modelling. The EBS systems use open-source internet data, such as media reports, official reports, and social media (such as Twitter) to detect evidence of an emerging threat, and can be used in conjunction with conventional surveillance systems to enhance early warning of public health threats. More recently, EBS systems include artificial intelligence applications such machine learning and natural language processing to increase the speed, capacity and accuracy of filtering, classifying and analysing health-related internet data. Risk modelling uses statistical and mathematical methods to assess the severity of disease emergence and spread given factors about the host (e.g. number of reported cases), pathogen (e.g. pathogenicity) and environment (e.g. climate suitability for reservoir populations). The types of data in these models are expanding to include health-related information from open-source internet data and information on mobility patterns of humans and goods. This information is helping to identify susceptible populations and predict the pathways from which infections might spread into new areas and new countries. As a powerful addition to traditional surveillance strategies that identify what has already happened, it is anticipated that EBS systems and risk modelling will increasingly be used to inform public health actions to prevent, detect and mitigate the climate change increases in infectious diseases.",2019-05-02,"Rees, EE; Ng, V; Gachon, P; Mawudeku, A; McKenney, D; Pedlar, J; Yemshanov, D; Parmely, J; Knox, J",Canada Communicable Disease Report,,,,True,False,custom_license,https://doi.org/10.14745/ccdr.v45i05a02,AI
22543,mappbzc6,,PMC,"Twitter Conversations and English News Media Reports on Poliomyelitis in Five Different Countries, January 2014 to April 2015",10.7812/tpp/18-181,PMC6636457,31314733.0,unk,"INTRODUCTION: Twitter and media coverage on poliomyelitis help maintain global support for its eradication. OBJECTIVE: To test our hypothesis that themes of polio-related tweets and media articles would differ by location of interest (hashtag of country name mentioned in the tweet; country name mentioned in media articles) but would be similar to each other (tweets and media articles) for each location of interest. METHODS: We retrospectively examined a 40% random sample of Twitter data containing the hashtag #polio from January 1, 2014, to April 30, 2015 (N = 79,333), from which we extracted 5 subcorpora each with a co-occurring hashtag #India (n = 5027), #Iraq (n = 1238), #Nigeria (n = 1364), #Pakistan (n = 11,427), and #Syria (n = 2952). We also retrieved and categorized 73 polio-related English-language news stories from within the same timeframe. We assessed the association between polio-related English news themes and the Twitter content. Descriptive analyses and unsupervised machine learning (latent Dirichlet allocation modeling) were conducted on the 5 Twitter subcorpora. RESULTS: The results of the latent Dirichlet allocation modeling on the specific subcorpora with country co-occurring hashtags showed significant differences between the 5 countries in terms of content. English mass media content focused largely on violence/conflicts and cases of polio, whereas social media focused on eradication and vaccination efforts along with celebrations. DISCUSSION: Contrary to our hypothesis, our evidence suggests Twitter content differs significantly from English mass media content. Evidence from our study helps inform media monitoring and communications surveillance during global public health crises, such as infectious disease outbreaks, as well as reactions to health promotion campaigns.",2019-01-01,"Schaible, Braydon J; Snook, Kassandra R; Yin, Jingjing; Jackson, Ashley M; Ahweyevu, Jennifer O; Chong, Muhling; Tse, Zion Tsz Ho; Liang, Hai; Fu, King-Wa; Fung, Isaac Chun-Hai",The Permanente Journal,,,,False,False,,https://www.thepermanentejournal.org/files/PDF/Summer2019.pdf,AI
22832,zpywr5d9,,PMC,Modified SEIR and AI prediction of the epidemics trend of COVID-19 in China under public health interventions,10.21037/jtd.2020.02.64,PMC7139011,32274081.0,unk,"BACKGROUND: The coronavirus disease 2019 (COVID-19) outbreak originating in Wuhan, Hubei province, China, coincided with chunyun, the period of mass migration for the annual Spring Festival. To contain its spread, China adopted unprecedented nationwide interventions on January 23 2020. These policies included large-scale quarantine, strict controls on travel and extensive monitoring of suspected cases. However, it is unknown whether these policies have had an impact on the epidemic. We sought to show how these control measures impacted the containment of the epidemic. METHODS: We integrated population migration data before and after January 23 and most updated COVID-19 epidemiological data into the Susceptible-Exposed-Infectious-Removed (SEIR) model to derive the epidemic curve. We also used an artificial intelligence (AI) approach, trained on the 2003 SARS data, to predict the epidemic. RESULTS: We found that the epidemic of China should peak by late February, showing gradual decline by end of April. A five-day delay in implementation would have increased epidemic size in mainland China three-fold. Lifting the Hubei quarantine would lead to a second epidemic peak in Hubei province in mid-March and extend the epidemic to late April, a result corroborated by the machine learning prediction. CONCLUSIONS: Our dynamic SEIR model was effective in predicting the COVID-19 epidemic peaks and sizes. The implementation of control measures on January 23 2020 was indispensable in reducing the eventual COVID-19 epidemic size.",2020-03-01,"Yang, Zifeng; Zeng, Zhiqi; Wang, Ke; Wong, Sook-San; Liang, Wenhua; Zanin, Mark; Liu, Peng; Cao, Xudong; Gao, Zhongqiang; Mai, Zhitong; Liang, Jingyi; Liu, Xiaoqing; Li, Shiyue; Li, Yimin; Ye, Feng; Guan, Weijie; Yang, Yifan; Li, Fei; Luo, Shengmei; Xie, Yuqi; Liu, Bin; Wang, Zhoulang; Zhang, Shaobo; Wang, Yaonan; Zhong, Nanshan; He, Jianxing",Journal of Thoracic Disease,,,,False,False,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7139011/,AI
25313,a1rd7kas,2707c7b6f2359bae555dd7f24bfc3ab092426ecc,PMC,Early warning of some notifiable infectious diseases in China by the artificial neural network,10.1098/rsos.191420,PMC7062078,,cc-by,"In order to accurately grasp the timing for the prevention and control of diseases, we established an artificial neural network model to issue early warning signals. The real-time recurrent learning (RTRL) and extended Kalman filter (EKF) methods were performed to analyse four types of respiratory infectious diseases and four types of digestive tract infectious diseases in China to comprehensively determine the epidemic intensities and whether to issue early warning signals. The numbers of new confirmed cases per month between January 2004 and December 2017 were used as the training set; the data from 2018 were used as the test set. The results of RTRL showed that the number of new confirmed cases of respiratory infectious diseases in September 2018 increased abnormally. The results of the EKF showed that the number of new confirmed cases of respiratory infectious diseases increased abnormally in January and February of 2018. The results of these two algorithms showed that the number of new confirmed cases of digestive tract infectious diseases in the test set did not have any abnormal increases. The neural network and machine learning can further enrich and develop the early warning theory.",2020-02-19,"Guo, Zuiyuan; He, Kevin; Xiao, Dan",R Soc Open Sci,,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7062078/,AI
25319,1r4gm2d4,58cc585d5006605aef48cb1e6f9aabe797971d20,PMC,Deep Learning-Based Method of Diagnosing Hyperlipidemia and Providing Diagnostic Markers Automatically,10.2147/dmso.s242585,PMC7073442,,cc-by-nc,"INTRODUCTION: The research of auxiliary diagnosis has always been one of the hotspots in the world. The implementation of auxiliary diagnosis support algorithm for medical text data faces challenges with interpretability and creditability. The improvement of clinical diagnostic techniques means not only the improvement of diagnostic accuracy but also the further study of diagnostic basis. Traditional research methods for diagnostic markers often require a large amount of time and economic costs. Research objects are often dozens of samples, and it is, therefore, difficult to synthesize large amounts of data. Therefore, the comprehensiveness and reliability of traditional methods have yet to be improved. Therefore, the establishment of a model that can automatically diagnose diseases and automatically provide a diagnostic basis at the same time has a positive effect on the improvement of medical diagnostic techniques. METHODS: Here, we established an auxiliary diagnostic tool based on attention deep learning algorithm to diagnostic hyperlipemia and automatically predict the corresponding diagnostic markers using hematological parameters. In this paper, we not only demonstrated the ability of the proposed model to automatically diagnose diseases using text-based medical data, such as physiological parameters, but also demonstrated its ability to forecast disease diagnostic markers. Human physiological parameters are used as input to the model, and the doctor’s diagnosis results as an output. Through the attention layer, the degree of attention of the model to different physiological parameters can be obtained, that is, the model provides a diagnostic basis. RESULTS: It achieved 94% ACC, 97.48% AUC, 96% sensitivity and 92% specificity with the test dataset. All the above samples are drawn from clinical practice. Moreover, the model predicted the diagnostic markers of hyperlipidemia by the attention mechanism, and the results were fully agreeable to the golden criteria. DISCUSSION: The auxiliary diagnosis system proposed in this paper not only achieves the accurate and robust performance, and can be used for the preliminary diagnosis of patients, but also showing its great potential to discover new diagnostic markers. Therefore, it not only can improve the efficiency of clinical diagnosis but also shorten the research period of researching a diagnosis basis to an extent. It has a positive significance to the development of the medical diagnosis level.",2020-03-11,"Liu, Yuliang; Zhang, Quan; Zhao, Geng; Liu, Guohua; Liu, Zhiang",Diabetes Metab Syndr Obes,,,,True,True,noncomm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7073442/,AI
26119,qxk1wfk8,caffa22b05691ec615046edfb0fb6ce9def3f1c7,PMC,Information technologies of 21st century and their impact on the society,10.1007/s41870-019-00355-1,PMC7111555,,no-cc,"Twenty first century has witnessed emergence of some ground breaking information technologies that have revolutionised our way of life. The revolution began late in 20th century with the arrival of internet in 1995, which has given rise to methods, tools and gadgets having astonishing applications in all academic disciplines and business sectors. In this article we shall provide a design of a ‘spider robot’ which may be used for efficient cleaning of deadly viruses. In addition, we shall examine some of the emerging technologies which are causing remarkable breakthroughs and improvements which were inconceivable earlier. In particular we shall look at the technologies and tools associated with the Internet of Things (IoT), Blockchain, Artificial Intelligence, Sensor Networks and Social Media. We shall analyse capabilities and business value of these technologies and tools. As we recognise, most technologies, after completing their commercial journey, are utilised by the business world in physical as well as in the virtual marketing environments. We shall also look at the social impact of some of these technologies and tools.",2019-08-16,"Yamin, Mohammad",Int J Inf Technol,,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7111555/,AI
26150,abn1i3ir,08b36a81cd902cd4794619fb24ca101da11bfadb,PMC,Application of Support Vector Machines in Viral Biology,10.1007/978-3-030-29022-1_12,PMC7114997,,no-cc,"Novel experimental and sequencing techniques have led to an exponential explosion and spiraling of data in viral genomics. To analyse such data, rapidly gain information, and transform this information to knowledge, interdisciplinary approaches involving several different types of expertise are necessary. Machine learning has been in the forefront of providing models with increasing accuracy due to development of newer paradigms with strong fundamental bases. Support Vector Machines (SVM) is one such robust tool, based rigorously on statistical learning theory. SVM provides very high quality and robust solutions to classification and regression problems. Several studies in virology employ high performance tools including SVM for identification of potentially important gene and protein functions. This is mainly due to the highly beneficial aspects of SVM. In this chapter we briefly provide lucid and easy to understand details of SVM algorithms along with applications in virology.",2019-11-23,"Modak, Sonal; Mehta, Swati; Sehgal, Deepak; Valadi, Jayaraman",Global Virology III: Virology in the 21st Century,,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7114997/,AI
26500,aq82tqay,fee95f0347ce52008cf563aef6795c52d67b80ac,PMC,"Astrovirology, Astrobiology, Artificial Intelligence: Extra-Solar System Investigations",10.1007/978-3-030-29022-1_20,PMC7120930,,no-cc,"This chapter attempts to encompass and tackle a large problem in Astrovirology and Astrobiology. There is a huge anthropomorphic prejudice that although life is unlikely, the just-right Goldilocks terrestrial conditions mean that the just-right balance of minerals and basic small molecules inevitably result in life as we know it throughout our solar system, galaxy, and the rest of the universe. Moreover, when such conditions on planets such as ours may not be quite right for the origin of life, it is popularly opined that asteroids and comets magically produce life or at the very least, the important, if not crucial components of terrestrial life so that life then blooms, when their fragments cruise the solar system, stars, and galaxies, and plummet onto appropriately bedecked planets and moons. It is no longer extraordinary to detect extraterrestrial solar systems. Moreover, since extra-solar system space exploration has commenced, this provides the problem of detecting life with enhanced achievability. Small organisms, which replicate outside of a living cell or host, would not be catalogued as viruses. How about viruses that cohabit with life? On the Earth, viruses are a major, if underestimated, condition of life – will that be the case elsewhere? Detection of extra-solar system viruses, if they exist, requires finding life, since viruses necessitate life to replicate. (It should be noted, though, that viruses could be detected through various types of portable ultra-microscopes, including Electron Microscopes (EM) (scanning and transmission) as well as Atomic Force Microscopes (AFM).) However, extra-solar system detection of life does not oblige that viruses exist ubiquitously. Viruses are important potential components of biospheres because of their multiple interactions and influence on evolution, although viruses are small and obligatory parasitic. In addition, nanotechnology – living or replicating nano-synthetic machine organisms might also be present out there, and require consideration as well. An imposing caveat is that, if found, could some extraterrestrial viruses and synthetic nanotechnological microorganisms infect humans? Possibly, intelligence and cognition may at times be contemporaneous with life. Concomitantly, life and viruses that may be detected, could well be impacted upon by intelligences existing on such exoplanets (and vice versa). Coming to an understanding of the plurality of extraterrestrial intelligence is an optimal objective, in order to avoid causing harm on exoplanets, as well as avoiding conflict and possible human devastation. This is especially the case if we encounter greatly advanced galactic-level civilizations, compared to terrestrial civilizations. Their machine and bionic technologies on the Dyson engineering civilization scale may be prominently superior to ours; their biological expertise may be similarly critically radical. For example, they may use viruses for purposes for which we are barely aware, and which could be utterly deadly for humans. A series of steps is being taken in space exploration. Scientists hypothesize and claim that types of life may be near the Earth, in the solar system, and outside the solar system, similar to ours in the sense that only such conditions, Goldilocks conditions, are key sine qua non requirements, based on our terrestrial chemistry and biochemistry. If detected within the solar system, will life or its remnants resemble terrestrial life? Outside the solar system a similar chauvinism exists, although the likelihood for life, in any event, remains probably low, according to more cautious approaches to the problem. The study of our solar system includes planets, asteroids, comets, and other planetesimals that have been in overall contiguity during several billion years; anthropomorphisms claims life consequently has been developing along terrestrial-type mechanisms. However, a non-anthropomorphic view would surmise, probably not, especially for extra-solar system locales. The prime warning and admonition in all these deliberations is the contamination and damage, which current and past practice and procedures has caused and continues, due to insufficient biocontainment concepts and technology to date. Advances in the development of robotics, artificial intelligence (AI), and high capacity ultrafast quantum computers (QC) greatly enhance the sophisticated control and logical development of extra-solar system studies. Consequently, future long-range manned space exploration seems unwarranted. Clearly, reduced dangers to human health and safety, will result from the use of intelligent machine-based investigations and besides, with increased cost-effectiveness. Space exploration comes at great cost to humanity as a whole and utilizes global resources. Consequently, appropriate organizational measures and planning/cooperation need to be in place. Moreover, the bottom line is that despite all the slogans and claims, there have been next to no financial benefits to our planet as a whole. Such financial and heedless difficulties need to be addressed, the sooner the better. In addition, prior to exposure to exoplanetary life, deep understanding of the problems of infectious diseases and immune dysfunction risks are needed. In addition, global efforts should avoid serendipity and stochasticity as this work should be directed with long-term organization, commitment, scientific, and technological methodology. This chapter briefly reviews such questions assuming a new paradigm for oversight of extrasolar system viral investigations including intelligence and life. Finances are included as an essential adjunct.",2019-11-23,"Shapshak, Paul",Global Virology III: Virology in the 21st Century,,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120930/,AI
