,id,sha,source,title,doi,pmcid,pubmed_id,license,summary,published,author,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,medrxiv,arxiv,biorxiv,paper_type
5719,cnwg4dnn,1d8a09e08413da9a88008682da022e3ed1c7a61c,pmc,Artificial Intelligence in the Intensive Care Unit,10.1186/s13054-020-2785-y,PMC7092485,32204716,no-cc,This article is one of ten reviews selected from the Annual Update in Intensive Care and Emergency Medicine 2020. Other selected articles can be found online at https://www.biomedcentral.com/collections/annualupdate2020. Further information about the Annual Update in Intensive Care and Emergency Medicine is available from http://www.springer.com/series/8901.,2020-03-24,"Gutierrez, Guillermo",Crit Care,,,,document_parses/pdf_json/1d8a09e08413da9a88008682da022e3ed1c7a61c.json,document_parses/pmc_json/PMC7092485.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7092485/,,False,False,False,AI
7772,odupmsen,,pmc,True epidemic growth construction through harmonic analysis,10.1016/j.jtbi.2020.110243,PMC7118632,32173304,no-cc,"In this paper, we have proposed a two-phase procedure (combining discrete graphs and wavelets) for constructing true epidemic growth. In the first phase, a graph-theory-based approach was developed to update partial data available and in the second phase, we used this partial data to generate plausible complete data through wavelets. We have provided two numerical examples. This procedure is novel and implementable and adaptable to machine learning modeling framework.",2020-06-07,"Krantz, Steven G.; Polyakov, Peter; Rao, Arni S.R. Srinivasa",J Theor Biol,,,,,document_parses/pmc_json/PMC7118632.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7118632/,,False,False,False,AI
9532,qk5cw3y6,290233a9894cc9608e11fdf6172b186c55aa849f,pmc,Digital Image Analysis of Heterogeneous Tuberculosis Pulmonary Pathology in Non-Clinical Animal Models using Deep Convolutional Neural Networks,10.1038/s41598-020-62960-6,PMC7142129,32269234,cc-by,"Efforts to develop effective and safe drugs for treatment of tuberculosis require preclinical evaluation in animal models. Alongside efficacy testing of novel therapies, effects on pulmonary pathology and disease progression are monitored by using histopathology images from these infected animals. To compare the severity of disease across treatment cohorts, pathologists have historically assigned a semi-quantitative histopathology score that may be subjective in terms of their training, experience, and personal bias. Manual histopathology therefore has limitations regarding reproducibility between studies and pathologists, potentially masking successful treatments. This report describes a pathologist-assistive software tool that reduces these user limitations, while providing a rapid, quantitative scoring system for digital histopathology image analysis. The software, called ‘Lesion Image Recognition and Analysis’ (LIRA), employs convolutional neural networks to classify seven different pathology features, including three different lesion types from pulmonary tissues of the C3HeB/FeJ tuberculosis mouse model. LIRA was developed to improve the efficiency of histopathology analysis for mouse tuberculosis infection models, this approach has also broader applications to other disease models and tissues. The full source code and documentation is available from https://Github.com/TB-imaging/LIRA.",2020-04-08,"Asay, Bryce C.; Edwards, Blake Blue; Andrews, Jenna; Ramey, Michelle E.; Richard, Jameson D.; Podell, Brendan K.; Gutiérrez, Juan F. Muñoz; Frank, Chad B.; Magunda, Forgivemore; Robertson, Gregory T.; Lyons, Michael; Ben-Hur, Asa; Lenaerts, Anne J.",Sci Rep,,,,document_parses/pdf_json/290233a9894cc9608e11fdf6172b186c55aa849f.json,document_parses/pmc_json/PMC7142129.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7142129/,,False,False,False,AI
9566,foy8gafv,6726c162b4f4584114ad508ebfb14a3726ff2837,pmc,Cancer neoantigen prioritization through sensitive and reliable proteogenomics analysis,10.1038/s41467-020-15456-w,PMC7145864,32273506,cc-by,"Genomics-based neoantigen discovery can be enhanced by proteomic evidence, but there remains a lack of consensus on the performance of different quality control methods for variant peptide identification in proteogenomics. We propose to use the difference between accurately predicted and observed retention times for each peptide as a metric to evaluate different quality control methods. To this end, we develop AutoRT, a deep learning algorithm with high accuracy in retention time prediction. Analysis of three cancer data sets with a total of 287 tumor samples using different quality control strategies results in substantially different numbers of identified variant peptides and putative neoantigens. Our systematic evaluation, using the proposed retention time metric, provides insights and practical guidance on the selection of quality control strategies. We implement the recommended strategy in a computational workflow named NeoFlow to support proteogenomics-based neoantigen prioritization, enabling more sensitive discovery of putative neoantigens.",2020-04-09,"Wen, Bo; Li, Kai; Zhang, Yun; Zhang, Bing",Nat Commun,,,,document_parses/pdf_json/6726c162b4f4584114ad508ebfb14a3726ff2837.json,document_parses/pmc_json/PMC7145864.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7145864/,,False,False,False,AI
10591,j018pznz,9ed0cf8e65aef68e990b1c46c6ded2315c53982e,pmc,Study on Prediction Model of HIV Incidence Based on GRU Neural Network Optimized by MHPSO,10.1109/access.2020.2979859,PMC7176027,32391239,cc-by,"Acquired Immune Deficiency Syndrome (AIDS) is still one of the most life-threatening diseases in the world. Moreover, new infections are still potentially increasing. This difficult problem must be solved. Early warning is the most effective way to solve this problem. Here, we aim to determine the best performing model to track the epidemic of AIDS, which will provide a methodological basis for testing the time characteristics of the disease. From January 2004 to January 2018, we built four computing methods based on AIDS dataset: BPNN model, RNN model, LSTM model and MHPSO-GRU model. Compare the final estimated performance to determine the preferred method. Result. Considering the root mean square error (RMSE), mean absolute error (MAE), mean error rate (MER) and mean absolute percentage error (MAPE) in the simulation and prediction subsets, the MHPSO-GRU model is determined as the best performance technology. Estimates for the period from May 2018 to December 2020 suggest that the event appears to continue to increase and remain high.",2020-03-10,,IEEE Access,,,,document_parses/pdf_json/9ed0cf8e65aef68e990b1c46c6ded2315c53982e.json,document_parses/pmc_json/PMC7176027.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7176027/,,False,False,False,AI
10594,huwt15qc,4a8e14467dda8a59309ecbd9ddb86cd28cae17d6,pmc,Uncertainty Assisted Robust Tuberculosis Identification With Bayesian Convolutional Neural Networks,10.1109/access.2020.2970023,PMC7176037,32391238,cc-by,"Tuberculosis (TB) is an infectious disease that can lead towards death if left untreated. TB detection involves extraction of complex TB manifestation features such as lung cavity, air space consolidation, endobronchial spread, and pleural effusions from chest x-rays (CXRs). Deep learning based approach named convolutional neural network (CNN) has the ability to learn complex features from CXR images. The main problem is that CNN does not consider uncertainty to classify CXRs using softmax layer. It lacks in presenting the true probability of CXRs by differentiating confusing cases during TB detection. This paper presents the solution for TB identification by using Bayesian-based convolutional neural network (B-CNN). It deals with the uncertain cases that have low discernibility among the TB and non-TB manifested CXRs. The proposed TB identification methodology based on B-CNN is evaluated on two TB benchmark datasets, i.e., Montgomery and Shenzhen. For training and testing of proposed scheme we have utilized Google Colab platform which provides NVidia Tesla K80 with 12 GB of VRAM, single core of 2.3 GHz Xeon Processor, 12 GB RAM and 320 GB of disk. B-CNN achieves 96.42% and 86.46% accuracy on both dataset, respectively as compared to the state-of-the-art machine learning and CNN approaches. Moreover, B-CNN validates its results by filtering the CXRs as confusion cases where the variance of B-CNN predicted outputs is more than a certain threshold. Results prove the supremacy of B-CNN for the identification of TB and non-TB sample CXRs as compared to counterparts in terms of accuracy, variance in the predicted probabilities and model uncertainty.",2020-01-28,,IEEE Access,,,,document_parses/pdf_json/4a8e14467dda8a59309ecbd9ddb86cd28cae17d6.json,document_parses/pmc_json/PMC7176037.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7176037/,,False,False,False,AI
10846,zhw8vh3e,36e2047d1674c3095617f3eb97f9f61e48989dfe,pmc,Artificial Intelligence (AI) applications for COVID-19 pandemic,10.1016/j.dsx.2020.04.012,PMC7195043,32305024,no-cc,"BACKGROUND AND AIMS: Healthcare delivery requires the support of new technologies like Artificial Intelligence (AI), Internet of Things (IoT), Big Data and Machine Learning to fight and look ahead against the new diseases. We aim to review the role of AI as a decisive technology to analyze, prepare us for prevention and fight with COVID-19 (Coronavirus) and other pandemics. METHODS: The rapid review of the literature is done on the database of Pubmed, Scopus and Google Scholar using the keyword of COVID-19 or Coronavirus and Artificial Intelligence or AI. Collected the latest information regarding AI for COVID-19, then analyzed the same to identify its possible application for this disease. RESULTS: We have identified seven significant applications of AI for COVID-19 pandemic. This technology plays an important role to detect the cluster of cases and to predict where this virus will affect in future by collecting and analyzing all previous data. CONCLUSIONS: Healthcare organizations are in an urgent need for decision-making technologies to handle this virus and help them in getting proper suggestions in real-time to avoid its spread. AI works in a proficient way to mimic like human intelligence. It may also play a vital role in understanding and suggesting the development of a vaccine for COVID-19. This result-driven technology is used for proper screening, analyzing, prediction and tracking of current patients and likely future patients. The significant applications are applied to tracks data of confirmed, recovered and death cases.",2020-04-14,"Vaishya, Raju; Javaid, Mohd; Khan, Ibrahim Haleem; Haleem, Abid",Diabetes Metab Syndr,,,,document_parses/pdf_json/36e2047d1674c3095617f3eb97f9f61e48989dfe.json,document_parses/pmc_json/PMC7195043.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7195043/,,False,False,False,AI
11320,h5miyx1c,eb857510ea5f5fe08939367ae2da82aaf2ba92bb,pmc,Study of the Binding Pattern of HLA Class I Alleles of Indian Frequency and cTAP Binding Peptide for Chikungunya Vaccine Development,10.1007/s10989-020-10038-2,PMC7223317,32421074,no-cc,"Chikungunya is a mosquito-borne disease, caused by the member of the Togaviridae family belongs to the genus alphavirus, making it a major threat in all developing countries as well as some developed countries. The mosquito acts as a vector for the disease and carries the CHIK-Virus. To date there is no direct treatment available and that demands the development of more effective vaccines. In this study author employed Immune Epitope Database and Analysis Resource, a machine learning-based algorithm principally working on the Artificial Neural Network (ANN) algorithm, also known as (IEDB-ANN) for the prediction and analysis of Epitopes. A total of 173 epitopes were identified on the basis of IC50 values, among them 40 epitopes were found, sharing part with the linear B-cell epitopes and exposed to the cTAP1protein, and out of 40, 6 epitopes were noticed to show interactions with the cTAP with their binding energy ranging from − 3.61 to − 1.22 kcal/mol. The six epitopes identified were exposed to the HLA class I alleles and from this all revealed interaction with the HLA alleles and minimum binding energy that ranges from − 4.12 to − 5.88 kcal/mol. Besides, two T cell epitopes i.e. (145)KVFTGVYPE(153) and (395)STVPVAPPR(403) were found most promiscuous candidates. These promiscuous epitopes-HLA complexes were further analyzed by the molecular dynamics simulation to check the stability of the complex. Results obtained from this study suggest that the identified epitopes i.e. and (395)STVPVAPPR(403), are likely to be capable of passing through the lumen of ER to bind withthe HLA class I allele and provide new insights and potential application in the designing and development of peptide-based vaccine candidate for the treatment of chikungunya.",2020-02-03,"Saxena, Prashant; Mishra, Sanjay",Int J Pept Res Ther,,,,document_parses/pdf_json/eb857510ea5f5fe08939367ae2da82aaf2ba92bb.json,document_parses/pmc_json/PMC7223317.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223317/,,False,False,False,AI
11814,o4uswcyl,15602cd0d593ebfc7039f0bcf078ca5b40bbf880; 6295acb24f5fc13e6142c305cd1864095cf14a15,pmc,Dynamical footprints enable detection of disease emergence,10.1371/journal.pbio.3000697,PMC7239390,32433658,cc-by,"Developing methods for anticipating the emergence or reemergence of infectious diseases is both important and timely; however, traditional model-based approaches are stymied by uncertainty surrounding the underlying drivers. Here, we demonstrate an operational, mechanism-agnostic detection algorithm for disease (re-)emergence based on early warning signals (EWSs) derived from the theory of critical slowing down. Specifically, we used computer simulations to train a supervised learning algorithm to detect the dynamical footprints of (re-)emergence present in epidemiological data. Our algorithm was then challenged to forecast the slowly manifesting, spatially replicated reemergence of mumps in England in the mid-2000s and pertussis post-1980 in the United States. Our method successfully anticipated mumps reemergence 4 years in advance, during which time mitigation efforts could have been implemented. From 1980 onwards, our model identified resurgent states with increasing accuracy, leading to reliable classification starting in 1992. Additionally, we successfully applied the detection algorithm to 2 vector-transmitted case studies, namely, outbreaks of dengue serotypes in Puerto Rico and a rapidly unfolding outbreak of plague in 2017 in Madagascar. Taken together, these findings illustrate the power of theoretically informed machine learning techniques to develop early warning systems for the (re-)emergence of infectious diseases.",2020-05-20,"Brett, Tobias S.; Rohani, Pejman",PLoS Biol,,,,document_parses/pdf_json/15602cd0d593ebfc7039f0bcf078ca5b40bbf880.json; document_parses/pdf_json/6295acb24f5fc13e6142c305cd1864095cf14a15.json,document_parses/pmc_json/PMC7239390.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7239390/,,False,False,False,AI
11999,qhqoxn80,221f825f0445fef4f9e25ca6a02a6f203711d3c2; ce6705fa239e28755399f0d6583efe68a8a5eb9b,pmc,Drug Resistance Prediction Using Deep Learning Techniques on HIV-1 Sequence Data,10.3390/v12050560,PMC7290575,32438586,cc-by,"The fast replication rate and lack of repair mechanisms of human immunodeficiency virus (HIV) contribute to its high mutation frequency, with some mutations resulting in the evolution of resistance to antiretroviral therapies (ART). As such, studying HIV drug resistance allows for real-time evaluation of evolutionary mechanisms. Characterizing the biological process of drug resistance is also critically important for sustained effectiveness of ART. Investigating the link between “black box” deep learning methods applied to this problem and evolutionary principles governing drug resistance has been overlooked to date. Here, we utilized publicly available HIV-1 sequence data and drug resistance assay results for 18 ART drugs to evaluate the performance of three architectures (multilayer perceptron, bidirectional recurrent neural network, and convolutional neural network) for drug resistance prediction, jointly with biological analysis. We identified convolutional neural networks as the best performing architecture and displayed a correspondence between the importance of biologically relevant features in the classifier and overall performance. Our results suggest that the high classification performance of deep learning models is indeed dependent on drug resistance mutations (DRMs). These models heavily weighted several features that are not known DRM locations, indicating the utility of model interpretability to address causal relationships in viral genotype-phenotype data.",2020-05-19,"Steiner, Margaret C.; Gibson, Keylie M.; Crandall, Keith A.",Viruses,,,,document_parses/pdf_json/221f825f0445fef4f9e25ca6a02a6f203711d3c2.json; document_parses/pdf_json/ce6705fa239e28755399f0d6583efe68a8a5eb9b.json,document_parses/pmc_json/PMC7290575.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7290575/,,False,False,False,AI
12011,n0t23r06,d4c64c9d96568d3d30432e9cb2ae606cc64ad8c4; e0d562220792a2914c5a22d126656c44b6e8e2d5; 3bdedc15667390b1459a1f2e51f6f6b66ca99ce1; c40b60f10c109d2f62376e2f9b98131f5ae98347,pmc,Integrative computational epigenomics to build data-driven gene regulation hypotheses,10.1093/gigascience/giaa064,PMC7297091,32543653,cc-by,"BACKGROUND: Diseases are complex phenotypes often arising as an emergent property of a non-linear network of genetic and epigenetic interactions. To translate this resulting state into a causal relationship with a subset of regulatory features, many experiments deploy an array of laboratory assays from multiple modalities. Often, each of these resulting datasets is large, heterogeneous, and noisy. Thus, it is non-trivial to unify these complex datasets into an interpretable phenotype. Although recent methods address this problem with varying degrees of success, they are constrained by their scopes or limitations. Therefore, an important gap in the field is the lack of a universal data harmonizer with the capability to arbitrarily integrate multi-modal datasets. RESULTS: In this review, we perform a critical analysis of methods with the explicit aim of harmonizing data, as opposed to case-specific integration. This revealed that matrix factorization, latent variable analysis, and deep learning are potent strategies. Finally, we describe the properties of an ideal universal data harmonization framework. CONCLUSIONS: A sufficiently advanced universal harmonizer has major medical implications, such as (i) identifying dysregulated biological pathways responsible for a disease is a powerful diagnostic tool; (2) investigating these pathways further allows the biological community to better understand a disease’s mechanisms; and (3) precision medicine also benefits from developments in this area, particularly in the context of the growing field of selective epigenome editing, which can suppress or induce a desired phenotype.",2020-06-16,"Chen, Tyrone; Tyagi, Sonika",Gigascience,,,,document_parses/pdf_json/d4c64c9d96568d3d30432e9cb2ae606cc64ad8c4.json; document_parses/pdf_json/e0d562220792a2914c5a22d126656c44b6e8e2d5.json; document_parses/pdf_json/3bdedc15667390b1459a1f2e51f6f6b66ca99ce1.json; document_parses/pdf_json/c40b60f10c109d2f62376e2f9b98131f5ae98347.json,document_parses/pmc_json/PMC7297091.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7297091/,,False,False,False,AI
12012,9o91r0r2,3e0854d1dc0b2ac9d10eb11d866ef1a3e7368a94; 052fa7e8685f1c9928dfd98a1aa4a5e6711de3b0,pmc,"An automated pipeline for the discovery of conspiracy and conspiracy theory narrative frameworks: Bridgegate, Pizzagate and storytelling on the web",10.1371/journal.pone.0233879,PMC7297331,32544200,cc-by,"Although a great deal of attention has been paid to how conspiracy theories circulate on social media, and the deleterious effect that they, and their factual counterpart conspiracies, have on political institutions, there has been little computational work done on describing their narrative structures. Predicating our work on narrative theory, we present an automated pipeline for the discovery and description of the generative narrative frameworks of conspiracy theories that circulate on social media, and actual conspiracies reported in the news media. We base this work on two separate comprehensive repositories of blog posts and news articles describing the well-known conspiracy theory Pizzagate from 2016, and the New Jersey political conspiracy Bridgegate from 2013. Inspired by the qualitative narrative theory of Greimas, we formulate a graphical generative machine learning model where nodes represent actors/actants, and multi-edges and self-loops among nodes capture context-specific relationships. Posts and news items are viewed as samples of subgraphs of the hidden narrative framework network. The problem of reconstructing the underlying narrative structure is then posed as a latent model estimation problem. To derive the narrative frameworks in our target corpora, we automatically extract and aggregate the actants (people, places, objects) and their relationships from the posts and articles. We capture context specific actants and interactant relationships by developing a system of supernodes and subnodes. We use these to construct an actant-relationship network, which constitutes the underlying generative narrative framework for each of the corpora. We show how the Pizzagate framework relies on the conspiracy theorists’ interpretation of “hidden knowledge” to link otherwise unlinked domains of human interaction, and hypothesize that this multi-domain focus is an important feature of conspiracy theories. We contrast this to the single domain focus of an actual conspiracy. While Pizzagate relies on the alignment of multiple domains, Bridgegate remains firmly rooted in the single domain of New Jersey politics. We hypothesize that the narrative framework of a conspiracy theory might stabilize quickly in contrast to the narrative framework of an actual conspiracy, which might develop more slowly as revelations come to light. By highlighting the structural differences between the two narrative frameworks, our approach could be used by private and public analysts to help distinguish between conspiracy theories and conspiracies.",2020-06-16,"Tangherlini, Timothy R.; Shahsavari, Shadi; Shahbazi, Behnam; Ebrahimzadeh, Ehsan; Roychowdhury, Vwani",PLoS One,,,,document_parses/pdf_json/3e0854d1dc0b2ac9d10eb11d866ef1a3e7368a94.json; document_parses/pdf_json/052fa7e8685f1c9928dfd98a1aa4a5e6711de3b0.json,document_parses/pmc_json/PMC7297331.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7297331/,,False,False,False,AI
